id,title,published,num_authors,categories,summary
1310.0315v1,Computer Vision Systems in Road Vehicles: A Review,2013-10-01,3,cs.CV,"The number of road vehicles significantly increased in recent decades. This trend accompanied a build-up of road infrastructure and development of various control systems to increase road traffic safety, road capacity and travel comfort. In traffic safety significant development has been made and to"
2602.14662v1,Advances in Global Solvers for 3D Vision,2026-02-16,10,cs.CV;cs.RO,"Global solvers have emerged as a powerful paradigm for 3D vision, offering certifiable solutions to nonconvex geometric optimization problems traditionally addressed by local or heuristic methods. This survey presents the first systematic review of global solvers in geometric vision, unifying the fi"
2003.01456v2,Implicit Functions in Feature Space for 3D Shape Reconstruction and Completion,2020-03-03,3,cs.CV;cs.LG,"While many works focus on 3D reconstruction from images, in this paper, we focus on 3D shape reconstruction and completion from a variety of 3D inputs, which are deficient in some respect: low and high resolution voxels, sparse and dense point clouds, complete or incomplete. Processing of such 3D in"
1603.09599v1,Total Variation Applications in Computer Vision,2016-03-31,3,cs.CV,The objectives of this chapter are: (i) to introduce a concise overview of regularization; (ii) to define and to explain the role of a particular type of regularization called total variation norm (TV-norm) in computer vision tasks; (iii) to set up a brief discussion on the mathematical background o
2104.04430v1,Ice Core Science Meets Computer Vision: Challenges and Perspectives,2021-04-09,6,cs.CV;physics.geo-ph,"Polar ice cores play a central role in studies of the earth's climate system through natural archives. A pressing issue is the analysis of the oldest, highly thinned ice core sections, where the identification of paleoclimate signals is particularly challenging. For this, state-of-the-art imaging by"
2604.13244v1,4th Workshop on Maritime Computer Vision (MaCVi): Challenge Overview,2026-04-14,55,cs.CV;cs.AI;cs.RO,"The 4th Workshop on Maritime Computer Vision (MaCVi) is organized as part of CVPR 2026. This edition features five benchmark challenges with emphasis on both predictive accuracy and embedded real-time feasibility. This report summarizes the MaCVi 2026 challenge setup, evaluation protocols, datasets,"
1904.08487v1,Machine Vision Guided 3D Medical Image Compression for Efficient Transmission and Accurate Segmentation in the Clouds,2019-04-09,10,cs.CV;cs.LG;stat.ML,Cloud based medical image analysis has become popular recently due to the high computation complexities of various deep neural network (DNN) based frameworks and the increasingly large volume of medical images that need to be processed. It has been demonstrated that for medical images the transmissi
2311.14762v1,The 2nd Workshop on Maritime Computer Vision (MaCVi) 2024,2023-11-23,49,cs.CV;cs.AI,"The 2nd Workshop on Maritime Computer Vision (MaCVi) 2024 addresses maritime computer vision for Unmanned Aerial Vehicles (UAV) and Unmanned Surface Vehicles (USV). Three challenges categories are considered: (i) UAV-based Maritime Object Tracking with Re-identification, (ii) USV-based Maritime Obst"
2606.10594v1,Segment and Select: Vision-Language Segmentation in 3D Scenarios,2026-06-09,3,cs.CV,"3D vision-language segmentation aims to segment target objects in 3D scenarios according to the linguistic instructions and visual observations. Prior art heavily relies on the coarse superpoint representation to reduce the computation complexity, which suffers from poor segmentation quality and mes"
2409.09350v2,OPUS: Occupancy Prediction Using a Sparse Set,2024-09-14,9,cs.CV,"Occupancy prediction, aiming at predicting the occupancy status within voxelized 3D environment, is quickly gaining momentum within the autonomous driving community. Mainstream occupancy prediction works first discretize the 3D environment into voxels, then perform classification on such dense grids"
2211.14710v3,3DPPE: 3D Point Positional Encoding for Multi-Camera 3D Object Detection Transformers,2022-11-27,4,cs.CV,"Transformer-based methods have swept the benchmarks on 2D and 3D detection on images. Because tokenization before the attention mechanism drops the spatial information, positional encoding becomes critical for those methods. Recent works found that encodings based on samples of the 3D viewing rays c"
2304.08463v1,Learning to Render Novel Views from Wide-Baseline Stereo Pairs,2023-04-17,4,cs.CV;cs.AI,"We introduce a method for novel view synthesis given only a single wide-baseline stereo image pair. In this challenging regime, 3D scene points are regularly observed only once, requiring prior-based reconstruction of scene geometry and appearance. We find that existing approaches to novel view synt"
2104.13283v1,On fixed point approach to equilibrium problem,2021-04-27,2,math.OC,"The equilibrium problem defined by the Nikaidô-Isoda-Fan inequality contains a number of problems such as optimization, variational inequality, Kakutani fixed point, Nash equilibria, and others as special cases. This paper presents a picture for the relationship between the fixed points of the Morea"
